name,protected,commit_sha,branch_id,repo_id
DragosDanielBoia-patch-11,0,0b310427acbbcea67d13b54a5a062e2b1b6fb327,0a3aac01-667f-58c8-a01c-f5d3f58f9cbe,ed35ef31-1edc-5cd0-a250-d62d346f2a86
DragosDanielBoia-patch-12,0,f4fcc6275266763e598b955e2914247020fbde4b,ddd3aaef-684c-5a5a-a9d4-093adb8247fc,ed35ef31-1edc-5cd0-a250-d62d346f2a86
DragosDanielBoia-patch-13,0,9a827aa3988e913c0d91b878ed6b36a66c619f78,0d4bdcd3-a53e-5443-99be-4664b643ae65,ed35ef31-1edc-5cd0-a250-d62d346f2a86
DragosDanielBoia-patch-14,0,70c2ddb7a539d4e24512e84259fead1d9edc6ce5,42d526a4-3aab-577f-8a6d-ae61b38df34b,ed35ef31-1edc-5cd0-a250-d62d346f2a86
DragosDanielBoia-patch-15,0,d3332212dfb0dad5eaa1f0b980fffd1881f07fb7,498b5156-1e58-55eb-8289-b0a44d492169,ed35ef31-1edc-5cd0-a250-d62d346f2a86
DragosDanielBoia-patch-16,0,fc1d49ed7f53f4ae50009fd22e9168a45af8897f,6d4d389d-a3b0-5d79-8e91-15c0308ca93b,ed35ef31-1edc-5cd0-a250-d62d346f2a86
DragosDanielBoia-patch-17,0,ef173ab46bc8d3caeddfc7f001210fe2f618fa4f,48fd736c-bfce-57fb-a067-899a9dada652,ed35ef31-1edc-5cd0-a250-d62d346f2a86
DragosDanielBoia-patch-18,0,fd1207556bcb76dceeeaea21fbd9d47a801d46d7,ba33a783-7944-5e5e-9d8f-7d3a8fb7833e,ed35ef31-1edc-5cd0-a250-d62d346f2a86
DragosDanielBoia-patch-19,0,c57399ae05f16e8370a7b5e61f1685abc1a98b7b,2314edaa-4080-59a9-8d80-1f35a91f6674,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-1,0,426300882461173fe0cbd776ff9a0da1fe5d3d62,c25d99f8-7f34-54b4-a27f-20841079f15c,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-2,0,ef0eff5ba3aa2ddcf9fff2c0688ef59107bc43a4,5e9958d8-ebb1-5233-b6c8-49dacddca7ca,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-3,0,335cbef46076cfe664a50ef9bdf3aeaea3ca5c60,07c41e13-b97d-53e1-a951-3ad84f22ca45,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-4,0,77739ade198c75cf966b9f83d03744936c21df10,4ea12195-1c98-59cb-a546-5e32913d92ce,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-5,0,6625915c118c78c202948fce28622cc77c6d797f,f128f8e3-a1f2-5e5e-8f6a-1fad8f0c4360,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-6,0,03811f5e7acd6469c1a0e6ada666db3b7d81e2b1,b88fd295-5acc-55b5-810e-42ad3dd4aad4,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-7,0,e705aaf0520ee65bf4633347dafa9573d81c7084,5c3d3bb3-8509-5c5a-b82d-efffe1eae59c,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-8,0,2af6db92ebb9582b889847ddd30c05b9626eafee,7ce4281d-b003-53a5-8d20-04f9cd42000c,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-9,0,6985258d6d9819f43fa730fd0c1f391bb64da6d4,cd8d5037-13fe-57a4-b421-e7cfe109140e,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-10,0,aecb036847da0acfb0d8e3299330b417625f5b61,b97460dd-16b3-5740-b5ed-f34a922acc3b,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-11,0,080d9528c54b18bf8c9c1679aacd2ff412a6d8ea,f8369e65-f329-5687-b463-41df14f3f2ba,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-12,0,7ca12ef036d70602de73d8fe9212af53462e93ad,bd750f0c-70dd-5e37-b7ef-c9c90343b7cd,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-13,0,aba1b6ad201e850d7e19bc992cf7d0facd4600c9,b41c54d6-799a-5665-9bd8-ab617c565387,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-14,0,f93114ef706bb713737924936fda31e2a1ce366f,03312ebc-7941-5beb-83c7-d46e73af3ceb,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-15,0,6707f899c61cf3be880bd25e006b123ebd61f5f6,6f2bb520-ee34-5430-9e42-f888c29a26ec,ed35ef31-1edc-5cd0-a250-d62d346f2a86
JohannesLampel-patch-16,0,7cb09f6d49a06e097666efd19c6f2a1c96e7f226,5b1f45f2-0c56-5887-b952-bdece14f5df8,ed35ef31-1edc-5cd0-a250-d62d346f2a86
add-another-500-repos,0,3f448cca15844143bd755337a5d4187ba7dd2d37,7b4d2a1e-dc63-52ef-a637-fd6310d697b6,ed35ef31-1edc-5cd0-a250-d62d346f2a86
adding-10-repos,0,b865569b18219e7f38a7bba091d9d2524c37d7ea,f7789cea-dcd8-548f-bd43-3c935d3e4c05,ed35ef31-1edc-5cd0-a250-d62d346f2a86
adding-50-repos,0,7c4373edda0b75515266166fddb55db2f39d8e9f,d14f4500-afbb-5447-a37f-e9c2ea2d01fc,ed35ef31-1edc-5cd0-a250-d62d346f2a86
adding-additional-repos,0,e932bee0427c7c6fb175928d3465e1a714b8b0bf,f36ced79-0f26-58de-8db5-3219ea66579f,ed35ef31-1edc-5cd0-a250-d62d346f2a86
astatide-patch-1,0,512b3c8adf922b3523f54bd7eb8a262fde21942e,dc60b5ac-5dad-5423-82e5-8d39f23a0ff8,ed35ef31-1edc-5cd0-a250-d62d346f2a86
astatide-patch-2,0,ed5dec2c2e7d59b283ed61783cf44ef701d2974b,fe9398d4-d8e2-589e-94d1-d2fce0e93acf,ed35ef31-1edc-5cd0-a250-d62d346f2a86
astatide-patch-3,0,8c05cf9c0aa4fc339c7168152535ff101fea4a53,7b1727ae-97b5-5edb-adfb-7c5b6ce597c2,ed35ef31-1edc-5cd0-a250-d62d346f2a86
cla-gitops-repos,0,21f20a3ba3bea9ec0ba1043e79cf7ae0a613c09c,d1110751-f806-5da7-a2eb-517bafefd756,ed35ef31-1edc-5cd0-a250-d62d346f2a86
goelhardik-patch-1,0,e304172a98a96d8c6f3105fd474a233ffe043535,f72bf7d8-bcbd-52de-b01f-81514be26566,ed35ef31-1edc-5cd0-a250-d62d346f2a86
jeffwilcox-patch-1,0,64cdd78d21de4d29cb9b2b1e46bd2831fb98ac65,8acd1677-ff8b-5796-a405-8638e7d0ac2a,ed35ef31-1edc-5cd0-a250-d62d346f2a86
msftgits-patch-1,0,25d62e10cf6cce8bc8641ada8520f0626fa47d61,c7b528b7-678e-528b-9ae9-198fd30e803d,ed35ef31-1edc-5cd0-a250-d62d346f2a86
nihar06-patch-10,0,9b294b313eda7ecbd18ac56f4223bfbdd4a4d2dd,0726c4f8-72b2-5440-993f-e507e8ca46f3,ed35ef31-1edc-5cd0-a250-d62d346f2a86
revert-29-DragosDanielBoia-patch-3,0,2f4344111f14dd410176c68298d1edb688bba080,64d9afa6-bff9-5ff6-ae3b-83a944acb6da,ed35ef31-1edc-5cd0-a250-d62d346f2a86
users/DragosDanielBoia/MandatoryFiles,0,e0b9eef06d149bca7a76a47c557a79622d9bf7f6,8074bd5d-9aec-5976-986f-02acc006e867,ed35ef31-1edc-5cd0-a250-d62d346f2a86
users/JohannesLampel/ActivateCLA,0,c93f710e805827d2d79c7865f6bc52a858fbbcc9,74e3b51c-ce59-5a6d-b6e5-52bc9691235d,ed35ef31-1edc-5cd0-a250-d62d346f2a86
users/JohannesLampel/CLAUpdate,0,19e1d7819c16d1798f464c1581adc8776394f676,c1a4c68f-75c7-5649-845b-d3a153e9a02f,ed35ef31-1edc-5cd0-a250-d62d346f2a86
users/JohannesLampel/Cla-Update,0,e728fa4e471d07c2f3248d9a19d2c5820abe55d6,1c3b8090-a8f5-5892-a54e-47ecb70037f4,ed35ef31-1edc-5cd0-a250-d62d346f2a86
users/JohannesLampel/GHAS-OrgWide,0,c5225759b1abfcb0b68def10c5b4238050d8ca4b,9f960723-4dea-5c1d-b60d-cc1af7f21016,ed35ef31-1edc-5cd0-a250-d62d346f2a86
users/JohannesLampel/claChange,0,18749c650373c21152be8e74a766ac960f0dfb2c,24f64936-c7d8-5e95-83b9-eeedf453ef1a,ed35ef31-1edc-5cd0-a250-d62d346f2a86
users/JohannesLampel/disableCLAonPRQ,0,abbc74b42fd8c1bd1ae9afc21bfb526096d097cb,dd7505fa-0601-5bc3-ab7e-2b7c1738ef9c,ed35ef31-1edc-5cd0-a250-d62d346f2a86
users/JohannesLampel/enableAdvancedSecurity,0,1285347b0d0b0b8b949c17c0904c24ab28c06a65,57cc430b-5b03-5df0-8781-c5feaab919dc,ed35ef31-1edc-5cd0-a250-d62d346f2a86
users/JohannesLampel/licenseAgreement,0,13add9aa34313d1a0e2bb65f6ad46ea62c74b19f,aed43dba-14e5-5e24-bcdc-f8cf396f0c76,ed35ef31-1edc-5cd0-a250-d62d346f2a86
dependabot/npm_and_yarn/flat-and-mocha-5.0.2,0,7c4e1fa922e078ac0e574017fb68e49b7758cefe,5e4cf918-6386-528d-9d90-10741e58f5f8,557ad997-ecdb-5e20-bea4-48d7a6f0d707
dependabot/npm_and_yarn/minimatch-and-mocha-3.1.2,0,9262068dcf7484b09cc4de64bf16423b21fe18e1,9d3026f2-1920-5d33-94ec-09e48b4eaa0b,557ad997-ecdb-5e20-bea4-48d7a6f0d707
dependabot/npm_and_yarn/semver-5.7.2,0,af5207844de34fef2032813e09969b50261897cc,4c9aa1ff-459d-5172-bb89-8d04fe2281d2,557ad997-ecdb-5e20-bea4-48d7a6f0d707
dependabot/npm_and_yarn/semver-and-eslint-and-mocha-7.5.3,0,df98ee416b526244a97b9c74d300408d2748d42c,74a7e439-b298-5720-9021-c23d38c28044,557ad997-ecdb-5e20-bea4-48d7a6f0d707
users/GitHubPolicyService/fde47cf7-af26-44ed-a93b-f9c079abb8bb,0,13644b3e3f59e7303322720201b85e5160ce94c9,0f7b08af-2d0a-5f78-86e5-7d9e514cf158,557ad997-ecdb-5e20-bea4-48d7a6f0d707
users/GitHubPolicyService/7c9ab650-fc40-41b9-96e0-59b4ced7de68,0,e600be1d9a9ca592a2f606a8f32cf1150e8d49c5,beb1b4b8-a7ee-577f-816e-fcb262e8bd41,557ad997-ecdb-5e20-bea4-48d7a6f0d707
vabhog/folderFix,0,bbb84f81ae48a14a8956e1684183973de56569e7,5be37c73-7a4f-5837-8bc0-6dbf7f0c6751,557ad997-ecdb-5e20-bea4-48d7a6f0d707
demo-troubleshoot,0,94583fa7f737a3be1473f0fbd700991421f9d4b0,61114f88-779d-5f0d-83c1-d9294e793f57,1c92ae97-ce38-544c-95af-4bdf8a53ae05
dependabot/npm_and_yarn/demo/client/axios-1.8.2,0,8971ae97435bd0b2f6b1c1259aa63c9e361994c4,bfc7dc0e-3f0a-51c3-9c84-c9379378f98b,1c92ae97-ce38-544c-95af-4bdf8a53ae05
dependabot/npm_and_yarn/demo/client/babel/runtime-corejs3-7.26.10,0,f95665cec5bd28fcb5142dbdf1a1a26fadf95d88,7056a0f1-a14a-5d56-8ad1-75a43a134d2c,1c92ae97-ce38-544c-95af-4bdf8a53ae05
dependabot/npm_and_yarn/demo/client/base-x-3.0.11,0,1128b4fbb9a00d7ec8018769d0eafcf740d921ae,10ec976f-8ebc-5dc6-81e0-b2e9e66ebe2f,1c92ae97-ce38-544c-95af-4bdf8a53ae05
users/GitHubPolicyService/a43751a3-f6a2-4e73-bb05-7fcbb83bc463,0,396f51e1668e3bff20f6b4edef9f707297356c03,7e97fb96-f04a-50e3-bba2-54b40de55417,1c92ae97-ce38-544c-95af-4bdf8a53ae05
users/GitHubPolicyService/f73b18a6-4ac5-45f8-a97a-ebd86c9ec9a2,0,4f68b2c1dec7d1f4263e6b99f1bf6276847603ec,8084b3fa-e4da-5239-9e9f-36762df13d8b,1c92ae97-ce38-544c-95af-4bdf8a53ae05
users/GitHubPolicyService/61963f2f-31c6-4141-bb4e-1de90a70a430,0,fb50b266f2367657208f8c736f89ba371e4806ce,c58eefb5-9840-5f63-83c1-f534fdbca1fc,1c92ae97-ce38-544c-95af-4bdf8a53ae05
features/x509-lab,0,54f2bb7514f9a8d16f2fd58d4bce0024cfa08a26,f82a3f78-e2db-5adf-93d5-cb7eef3c1f3a,1792a596-90c3-5cb7-ad82-25fa682d08ad
dependabot/npm_and_yarn/website/lodash-4.17.23,0,bf8a35ac9c60fe13ed37e1d127c60e4b32e3eea9,9daadf59-3b1f-57bb-a714-a49ecba5135a,67731da7-289a-5072-a843-05d8569c58e6
dependabot/npm_and_yarn/website/multi-c8afcbbcd8,0,0051899206a52e4eea664db71d47a5deef6042cc,9b3a6a50-14da-5b4f-a6de-4b7806cdd4ef,67731da7-289a-5072-a843-05d8569c58e6
Add_paper,0,ead949272ce0616ff4d96ee25d7fb0aec80a74ad,93f4a7ed-fc7d-54e4-90a5-b83eed249cde,0271e2fd-aff5-561b-98bd-b05c755ba6ef
disclosure-widget,0,a943ce4f636d5adc1afd70105768894ca3caa62f,7036a852-42d4-5401-96ff-ded801f84bdc,f75caa39-3704-5680-aed3-5f2589d65584
modal-dialog,0,0de5a1486719d55f04eaf772ff54c8d4486a785a,854793c8-8b71-5da5-988e-0da04c21af64,f75caa39-3704-5680-aed3-5f2589d65584
playwrite,0,03b5faf0273d980fec7a183db832c2c6c630277d,2c6855be-c971-5f8a-b6af-b85d584d6e24,f75caa39-3704-5680-aed3-5f2589d65584
text-input,0,b077c4039483a5c94958108ab67212674780c54c,fdecc312-18fc-5a03-9ea1-119e22981e05,f75caa39-3704-5680-aed3-5f2589d65584
copilot/rename-runs-directory-to-docs,0,9afcd14043f515aaa4f2d3b52fd6eb8ffcea346b,778bca15-4a3d-571e-a11e-0ed3d17f82d2,ec03ee86-bb85-5384-aa10-fa5f2103d144
meta,0,e88525773320e3837087672c9c89fa873c3003d3,ef1464c0-e9c9-53f8-a9fd-1703bfab9f4c,ec03ee86-bb85-5384-aa10-fa5f2103d144
mfairchild365-patch-1,0,638dbecafcf11f9b4bca8d92808ccb11b833eaab,73a23935-e263-5c09-a5c5-564251695e17,ec03ee86-bb85-5384-aa10-fa5f2103d144
new-report,0,54331395b9c03d9bdaa556f7a88c83a9ab0940c6,2f63d6d8-3822-52e9-932d-e18ce157b289,ec03ee86-bb85-5384-aa10-fa5f2103d144
report-2025-11,0,6053203a2efe71fe48ce4b4cde388083a5ca21d5,b7ddab1e-d009-50c1-8a72-230e6fa86b30,ec03ee86-bb85-5384-aa10-fa5f2103d144
users/GitHubPolicyService/fdfe0c67-5c07-431a-ad04-7be02a9ed3d6,0,fad0491ad50fa95a90d66d2df98c1f36f59fa61c,9ac54633-64cd-5790-ab29-a51208e46f68,ec03ee86-bb85-5384-aa10-fa5f2103d144
users/GitHubPolicyService/56978136-ee6e-4f8b-a37d-64c5de35af13,0,464f5d8cb92c40f2358b3841abc487be5571f718,79eff406-6d5b-5373-9edc-1eb0358f44ff,d3ad32fd-2d57-5ac6-91d6-99405d7fbe77
users/GitHubPolicyService/9fe6f83c-03e4-4f32-9ed9-32fd1252c6c7,0,2c685872201911d52d45691d3cdb9f39b339e8b4,4122cf0b-1c10-5343-adf0-c0f0bfcf42c5,6d722033-55ba-53ba-a6dc-4826640d5f2a
dependabot/npm_and_yarn/mw-app/apollo-server-core-2.26.2,0,15b22590f0b53e8f4f025d6b052ca015484eb043,bbe6e06c-62e3-5018-8e9a-dbc12a6c203b,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/mw-app/http-cache-semantics-4.1.1,0,a880c4c8a5f47558f5608ae2a3fdf5a16d6f314f,3df191b2-1b41-5b2f-89cf-78cf7f82c5c9,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/mw-app/node-fetch-2.6.7,0,0d4819ebc3bc6c09cb02e602c84b5768e36f8447,68b070bb-d3e6-5f98-b2f8-14265798ddb8,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/mw-app/object-path-0.11.8,0,1cf7dba7c8865a88ba9acf286253315905e32498,a392f147-9185-5053-b197-ea17983171b7,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/mw-app/tough-cookie-4.1.3,0,f58f12360e9e635e5a78beb460685ef314db5c71,341952d7-249b-5d77-a46f-913244229325,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/mw-app/xml2js--removed,0,5d1c6271cdf19b0dd224daf74f84b29bf840d888,9996256c-4cf3-57d8-9658-e5735dcab1a0,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/ajv-6.12.6,0,bc430c0a50e5ba22f551c820ebca956ee7804992,b0796c9c-0965-514f-83c5-4ca6fbf2d8b3,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/ansi-html-and-react-scripts--removed,0,668d155b1a6c74f8f65ef153382d18c75450a56f,83bc7694-c19a-5fe0-b485-f6a068279692,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/ansi-regex-and-ansi-regex-and-ansi-regex-5.0.1,0,78369b6feda33eda223f999b933e3c02851ad696,0877e3c1-4dd6-5d40-9145-5ca0078eee95,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/async-2.6.4,0,339bc8809fb6cfbd8c55418815aba1bfcc383676,b210bfa2-e335-56de-8a62-12b5e0c12b4b,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/decode-uri-component-0.2.2,0,12481aaf95d652cffc1719c142d3b5ab2ec1da6d,ba79ec45-843a-59e2-b42d-dd15d44e574f,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/dns-packet-1.3.4,0,8d24b744ef961b287b28cd5c37b3e4a5985f9705,79309c9b-da19-5ea8-9e95-d82403689245,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/eventsource-1.1.1,0,ae4e62eaddf8211600b9f59ef8e33eb10d3251ba,d25c39db-26db-532a-9a9e-c5be641a9467,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/express-4.18.2,0,f83166bb684c83ca55827ec368de8fc25887fec6,560bd03c-01d3-5581-803d-29dbdf9dc1cf,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/follow-redirects-1.14.8,0,660fe989c1392ae2f6e48b461ad17181d16b547b,5a11988c-7523-55e5-a904-ba639bfb5f40,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/hosted-git-info-2.8.9,0,5e1fbe88ae8357a2fc54b52d17d6da07b6649c46,d4ff8df1-94a5-59aa-a330-aa5db1c6b597,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/is-svg-and-postcss-svgo--removed,0,2efc7d605977085189e163e02bb3fbe73b17180a,decffa3f-b5d3-5da9-a6e1-523b5f55bca3,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/json5-1.0.2,0,f68b487937b92c7f964f893a50f6f3a677407b9c,1adae93c-9e95-5153-8aef-5fdf8af10673,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/json-schema-and-jsprim-0.4.0,0,5f6c949cdffceb25ac42eca7ddb7a08a22947a84,7b2d057e-e528-50b4-a5d0-ea236e4efb14,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/loader-utils-and-react-scripts-2.0.4,0,e1730d05866b546e22d5fe81c23e57fa3044f7f6,b107c3ac-fcb9-5b4f-8fae-31ab70d8941d,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/merge-deep-3.0.3,0,d5341be5006311a4f27eca9e66b2a27f3cdc946f,41cad4af-6e41-5ebb-81ef-547603386348,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/minimist-1.2.8,0,786b40a7ff61c767a434d235bece063c8ca0047b,5ca1c8d2-aabf-5652-a665-d4907aec1316,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/path-parse-1.0.7,0,7b3f4ae6eff2cce096a7fb6c7389711634f04b60,27c60a5f-5a39-53f8-95a9-853bd3ed816f,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/postcss-and-react-scripts-8.4.23,0,9106e1086896dde28b79c6f5195e867230a8d2ec,36ea9bff-8c34-55c9-8fd5-706a03af7d69,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/qs-6.5.3,0,ec2ccdb7b62d06849534505a4d24700705ad375c,29c179a0-4396-568a-9113-d6bcf15f4791,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/semver-5.7.2,0,5545acb06957917e1c916f5a2bf543f62f3956d6,754036c8-dbdc-590d-9497-f547f99eb5cd,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/semver-and-react-scripts-7.5.3,0,41043a6b0acb6f5d16006871396a3ebc198692f7,e50600d6-c383-54ba-8b61-1215111aea22,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/ssri-6.0.2,0,1212a318c89c3204579ca0fbbb5d4721d965808b,5fdf5f0c-ff64-573d-8a29-3c4bc521b3da,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/terser-4.8.1,0,8db7e083e5385e49b72b66c6e8b806fcdfb78f28,cc44534a-01f7-59a4-9283-bb88906a3854,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/tmpl-1.0.5,0,3d1b8a8ed48d020cd934263ed4f3c3858de335eb,a566df64-c298-50b6-97ed-910d89f09ced,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/tough-cookie-and-react-scripts-4.1.3,0,00528d67900a1a9f034ab69245d99559e75b1569,b85fead8-b4ad-5204-9c29-4080ecbcbb09,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/url-parse-1.5.10,0,28530fccf951a43ad385e63e2694a157db72022c,0f5dbd90-2af3-5845-8d86-c6cd66ff51f4,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/word-wrap-1.2.4,0,2c9823466bf231d7b4f232c3e8bd028ebff4c819,b06b6ce7-1e8d-5208-afca-73284be04e14,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
dependabot/npm_and_yarn/react-app/ws-5.2.3,0,b73b2a9d74c02d06fa034049e9f19b5d4368e895,0eb59421-2d9d-537a-9a76-dd9e1bace4b1,5b5ff7a5-a0fd-5ab7-aae1-10e4e48efe41
users/GitHubPolicyService/a304f973-ab3d-49dc-b787-02b044ad6e2c,0,1db41711047349388d974a3b32ca29da7b125832,9563d447-c9e7-565b-9661-97985352d05e,087666ee-ba01-5b32-9367-fec6e4243259
users/GitHubPolicyService/af6844ff-0256-4266-bde4-bed83987ba67,0,163a03198d26d01c468818bbe8e0ab570ee7757c,2b42967b-faa6-5860-bbf8-7944129a84e4,087666ee-ba01-5b32-9367-fec6e4243259
users/GitHubPolicyService/c36d026c-bbca-417c-a43c-8d465e140cf1,0,0048c2b762046a8dc3035c110d254041fe74afd8,f2479da1-2b77-5152-8254-9484738bb7a6,087666ee-ba01-5b32-9367-fec6e4243259
users/GitHubPolicyService/e4c0ddf9-5e1c-467f-8065-0fda83821bb3,0,8a5d1e0787b984e7e44437550ae7262835b2cc78,d43205c4-bcff-535b-9802-bed489c1703d,087666ee-ba01-5b32-9367-fec6e4243259
users/GitHubPolicyService/7aeb13ca-20f5-44d9-8c56-ca8b180529e7,0,f331ba4b3ea2cd8cd49f37ba2bb2e126d3c838ed,95e74f55-cd15-59fd-9dde-413e10663acc,087666ee-ba01-5b32-9367-fec6e4243259
users/GitHubPolicyService/94cbe66e-cd64-4fb0-8be9-f62e19fa5667,0,dc66f5c310c271754d35274b23140cd532080bf3,e2e6b812-c531-5888-a82d-de62bf6828b7,087666ee-ba01-5b32-9367-fec6e4243259
users/GitHubPolicyService/343be7a2-e01d-442f-b92f-643bd2c46c13,0,a11b6574cfff00baebc6397a72af488d727dcdd9,f788ffb3-de09-5115-bea0-a22b8b4befc4,087666ee-ba01-5b32-9367-fec6e4243259
users/GitHubPolicyService/685f3914-93e2-4bbc-a46c-4c8c69b3ad90,0,ccee2b5a6caeb90534f2584210b1688c60c4097e,d0f202bb-bbd3-5619-9406-6e10d06edc0f,087666ee-ba01-5b32-9367-fec6e4243259
changelog-update,0,12b19c1b0144b70974f656dccd59a0b1be3cc292,1d2eb03d-908a-589a-aac2-7873e1b71d12,f901c8a0-4928-515a-82ad-98d26056c55f
